Fiscal Year,Budget Type,Organization Entity,Command Name,Pillar Name,District Name,Unit Name,Feature_Category,Cost Element,Cost Element Long Name,Amount,ObjectId
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1773,OMERS - Uniform,13800,1578
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Purchasing Services,3-Benefits,1746,EI - Civilian,11700,1579
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1776,OMERS - Civilian,202800,1580
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Purchasing Services,3-Benefits,1765,CPP - Civilian,36000,1581
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,4-Materials & Supplies,2010,Stationery and office supplies,16500,1582
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Purchasing Services,3-Benefits,1776,OMERS - Civilian,113800,1583
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Purchasing Services,4-Materials & Supplies,2010,Stationery and office supplies,2900,1584
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,3-Benefits,1744,EI - Uniform,52000,1585
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,3-Benefits,1746,EI - Civilian,22100,1586
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,3-Benefits,1748,EI - Non-qualified,26200,1587
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,3-Benefits,1764,CPP - Uniform,160000,1588
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,3-Benefits,1765,CPP - Civilian,68000,1589
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,3-Benefits,1767,CPP - Non-qualified,49700,1590
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,4-Materials & Supplies,2082,Health & Safety supplies,5000,1591
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,4-Materials & Supplies,2670,Uniforms,61000,1592
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,4-Materials & Supplies,2999,Miscellaneous materials,22200,1593
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4084,Public relations / promotions,5700,1594
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4098,Service contracts,9300,1595
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4230,Business travel - other expenses,1600,1596
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4255,Conferences / seminars,22700,1597
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4312,Courses / seminars,85600,1598
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4419,Laundry services,500,1599
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,6-Services,4424,Contracted Services - general,19500,1600
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4312,Courses / seminars,24600,1601
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4659,Maintenance - computer,1012100,1602
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Operations,6-Services,4815,Courier services,200,1603
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Information Access,7-Revenues,8507,Sale - accident reports,-464000,1604
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Infrastructure Services,1-Salaries,1552,Shift Bonus - Civilian A,5900,1605
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Management,Information Management,Analytics & Innovation,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,179200,1606
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4760,Membership fees,800,1607
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,IT Risk Management,6-Services,4970,Services & rents - general,1200,1608
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,144500,1609
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,1-Salaries,1505,Regular salaries - Civilian A,2504600,1610
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,1-Salaries,1534,Alternate rate - Civilian A,4100,1611
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,1-Salaries,1546,Stand-By Pay - Civilian A,59800,1612
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,2-Premium Pay,1582,Overtime premium pay - Civilian,600,1613
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,2-Premium Pay,1583,Callback premium pay - Civilian,1600,1614
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,2-Premium Pay,1584,Lieutime premium pay - Civilian,31700,1615
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,3-Benefits,1746,EI - Civilian,29900,1616
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,3-Benefits,1765,CPP - Civilian,92000,1617
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,3-Benefits,1776,OMERS - Civilian,298800,1618
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,6-Services,4255,Conferences / seminars,4000,1619
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,6-Services,4312,Courses / seminars,4800,1620
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,6-Services,4659,Maintenance - computer,3643900,1621
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,6-Services,4760,Membership fees,1000,1622
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Policing Applications,6-Services,4815,Courier services,100,1623
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,168800,1624
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information Technology Services,Information Technology Services,Business Applications,3-Benefits,1776,OMERS - Civilian,278900,1625
2024,Proposed Budget,1 - Toronto Police Service,Specialized Operations Command,Detective Operations,Detective Ops Confidential,Detective Ops (CONFIDENTIAL),1-Salaries,1533,Alternate rate - Uniform,33600,1626
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,1-Salaries,1504,Regular salaries - Uniform,601300,1627
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,1-Salaries,1533,Alternate rate - Uniform,3600,1628
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,1-Salaries,1551,Shift Bonus - Uniform,300,1629
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,2-Premium Pay,1572,Overtime premium pay - Uniform,500,1630
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,2-Premium Pay,1574,Lieutime premium pay - Uniform,900,1631
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,3-Benefits,1744,EI - Uniform,7800,1632
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,3-Benefits,1764,CPP - Uniform,24000,1633
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,3-Benefits,1773,OMERS - Uniform,94000,1634
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,4-Materials & Supplies,2010,Stationery and office supplies,500,1635
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,6-Services,4084,Public relations / promotions,200,1636
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,6-Services,4230,Business travel - other expenses,500,1637
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,6-Services,4255,Conferences / seminars,8100,1638
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,6-Services,4312,Courses / seminars,1500,1639
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,6-Services,4770,Parking expenses,100,1640
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,Business Relationship Management,6-Services,4970,Services & rents - general,100,1641
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,1-Salaries,1501,Regular salaries - Chief/Command,266200,1642
2024,Proposed Budget,1 - Toronto Police Service,Information&Technology Command,Information&Technology Command,Information&Technology Command,CIO's Office,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,268600,1643
